Deck Name,Card 0,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Games Played
Odd Warrior,Eternium Rover,Omega Assembly ×2,Shield Slam ×2,Whirlwind ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider,Zilliax ★,Azalina Soulthief ★,Baron Geddon ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,"1,700"
Odd Quest Warrior,Fire Plume's Heart ★,Omega Assembly ×2,Shield Slam ×2,Town Crier,Blackwald Pixie,Ironbeak Owl,Mind Control Tech,Phantom Militia,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Darius Crowley ★,Direhorn Hatchling ×2,Dyn-o-matic ×2,Giggling Inventor,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,"1,700"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,,"1,700"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Fiery War Axe,Gluttonous Ooze ×2,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,,"1,700"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,,"1,600"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Fiery War Axe,Gluttonous Ooze,Ironbeak Owl,Reckless Flurry,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling,Dyn-o-matic ×2,Elise the Trailblazer ★,Faceless Manipulator ×2,Giggling Inventor ×2,Supercollider ×2,Wargear ×2,Zilliax ★,Beryllium Nullifier ×2,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,"1,600"
Rush Warrior,Eternium Rover ×2,Shield Slam ×2,Town Crier ×2,Fiery War Axe ×2,Frothing Berserker ×2,Rabid Worgen ×2,Reckless Flurry ×2,Stonehill Defender ×2,Dyn-o-matic ×2,Fungalmancer ×2,Giggling Inventor,Supercollider ×2,Wargear ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Lesser Mithril Spellstone ×2,Baku the Mooneater ★,,,,,,,,,,,,,,"1,600"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,,"1,500"
Control Warrior,Omega Assembly ×2,Shield Slam ×2,Town Crier ×2,Bloodmage Thalnos ★,Cornered Sentry ×2,Dead Man's Hand ×2,Drywhisker Armorer ×2,Execute ×2,Slam ×2,Warpath ×2,Weapons Project ×2,Shield Block ×2,Blood Razor,Militia Commander ×2,Brawl ×2,Harrison Jones ★,"Dr. Boom, Mad Genius ★",,,,,,,,,,,,,,"1,500"
Control Warrior,Omega Assembly ×2,Shield Slam ×2,Cornered Sentry ×2,Dead Man's Hand,Drywhisker Armorer ×2,Execute ×2,Warpath ×2,Weapons Project ×2,Acolyte of Pain ×2,Blood Razor ×2,Brawl ×2,Giggling Inventor ×2,Harrison Jones ★,"Dr. Boom, Mad Genius ★",Geosculptor Yip ★,Grommash Hellscream ★,Scourgelord Garrosh ★,The Lich King ★,The Boomship ★,,,,,,,,,,,,"1,400"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,400"
Odd Quest Warrior,Fire Plume's Heart ★,Omega Assembly ×2,Shield Slam ×2,Blackwald Pixie,Fiery War Axe,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Phantom Militia ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Supercollider,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,"1,300"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Faceless Manipulator,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,,"1,300"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Whirlwind,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,300"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Whirlwind,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling,Dyn-o-matic ×2,Elise the Trailblazer ★,Faceless Manipulator,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,"1,300"
Odd Warrior,Eternium Rover,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,300"
Mecha'thun Warrior,Inner Rage ×2,Eternium Rover ×2,Faithful Lumi,Shield Slam ×2,Town Crier,Whirlwind,Battle Rage,Slam ×2,Warpath ×2,Weapons Project,Acolyte of Pain ×2,Shield Block ×2,Blood Razor,Militia Commander,Brawl,Dyn-o-matic ×2,Harrison Jones ★,Zilliax ★,"Dr. Boom, Mad Genius ★",Malygos ★,The Boomship ★,Mecha'thun ★,,,,,,,,,"1,300"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,300"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,,"1,200"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,"1,200"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Town Crier,Gluttonous Ooze,Ironbeak Owl,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Darius Crowley ★,Dyn-o-matic ×2,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Gorehowl,Baku the Mooneater ★,,,,,,,,,,,"1,200"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Faceless Manipulator,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,200"
Recruit Warrior,Shield Slam ×2,Bring It On!,Dead Man's Hand,Execute ×2,Forge of Souls,Warpath ×2,Weapons Project,Reckless Flurry,Shield Block ×2,Blood Razor ×2,Brawl ×2,Damaged Stegotron ×2,Gather Your Party ×2,"Dr. Boom, Mad Genius ★",Grommash Hellscream ★,Scourgelord Garrosh ★,The Lich King ★,Woecleaver ★,Bull Dozer ×2,The Boomship ★,Ysera ★,,,,,,,,,,"1,200"
Recruit Warrior,Shield Slam ×2,Dead Man's Hand,Execute ×2,Forge of Souls,Warpath ×2,Weapons Project ×2,Reckless Flurry,Shield Block ×2,Blood Razor ×2,Brawl ×2,Damaged Stegotron ×2,Gather Your Party ×2,"Dr. Boom, Mad Genius ★",Grommash Hellscream ★,Rotface ★,Scourgelord Garrosh ★,The Lich King ★,Woecleaver ★,Bull Dozer ×2,The Boomship ★,,,,,,,,,,,"1,100"
Odd Warrior,Eternium Rover ×2,Molten Blade,Omega Assembly ×2,Shield Slam ×2,Town Crier,Gluttonous Ooze,Ironbeak Owl ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Brawl ×2,Darius Crowley ★,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,Baku the Mooneater ★,,,,,,,,,,,,"1,100"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Tar Creeper,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,Baron Geddon ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,"1,100"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,100"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,100"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,100"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze ×2,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Darius Crowley ★,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Faceless Manipulator,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,100"
Quest Warrior,Fire Plume's Heart ★,Armorsmith ×2,Battle Rage ×2,Cornered Sentry ×2,Drywhisker Armorer ×2,Execute ×2,Warpath ×2,Acolyte of Pain ×2,Phantom Militia ×2,Stonehill Defender ×2,Tar Creeper ×2,Blood Razor ×2,Saronite Chain Gang ×2,Brawl ×2,Supercollider ×2,Zilliax ★,,,,,,,,,,,,,,,"1,100"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Faceless Manipulator,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,100"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,000"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Town Crier,Gluttonous Ooze,Ironbeak Owl ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Darius Crowley ★,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Gorehowl,Baku the Mooneater ★,,,,,,,,,,,"1,000"
Odd Quest Warrior,Fire Plume's Heart ★,Shield Slam ×2,Blackwald Pixie,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech ×2,Phantom Militia ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Tar Creeper ×2,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Baku the Mooneater ★,,,,,,,,,,,,,"1,000"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,000"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,000"
Quest Warrior,Fire Plume's Heart ★,Shield Slam ×2,Cornered Sentry,Drywhisker Armorer ×2,Execute ×2,Slam,Warpath ×2,Acolyte of Pain ×2,Blackwald Pixie,Phantom Militia ×2,Reckless Flurry,Shield Block ×2,Stonehill Defender ×2,Tar Creeper ×2,Blood Razor ×2,Brawl ×2,Rotten Applebaum ×2,Primordial Drake,,,,,,,,,,,,,"1,000"
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Town Crier,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Darius Crowley ★,Dyn-o-matic ×2,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,000"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze ×2,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Darius Crowley ★,Direhorn Hatchling,Dyn-o-matic ×2,Faceless Manipulator,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,"1,000"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Whirlwind,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,"1,000"
Rush Warrior,Eternium Rover ×2,Mecharoo ×2,Omega Assembly ×2,Town Crier ×2,Prince Keleseth ★,Frothing Berserker ×2,Harvest Golem ×2,Rabid Worgen ×2,Explodinator,Kor'kron Elite ×2,Darius Crowley ★,Dyn-o-matic ×2,Fungalmancer ×2,Giggling Inventor ×2,Wargear ×2,Security Rover,"Dr. Boom, Mad Genius ★",The Lich King ★,,,,,,,,,,,,,"1,000"
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,970
Odd Warrior,Eternium Rover,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Faceless Manipulator,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,930
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,930
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Tar Creeper ×2,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Faceless Manipulator,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,920
Control Warrior,Omega Assembly,Shield Slam ×2,Dead Man's Hand,Drywhisker Armorer ×2,Execute ×2,Slam,Warpath ×2,Weapons Project,Acolyte of Pain ×2,Gluttonous Ooze,Reckless Flurry,Shield Block ×2,Stonehill Defender ×2,Blood Razor ×2,Brawl ×2,Giggling Inventor ×2,"Dr. Boom, Mad Genius ★",Gorehowl,The Lich King ★,Alexstrasza ★,,,,,,,,,,,920
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Town Crier,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Darius Crowley ★,Direhorn Hatchling,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,890
Odd Warrior,Eternium Rover,Omega Assembly ×2,Shield Slam ×2,Whirlwind,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,890
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,880
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,,870
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,860
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Brawl ×2,Darius Crowley ★,Direhorn Hatchling,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Gorehowl,Baku the Mooneater ★,,,,,,,,,,,860
Odd Quest Warrior,Fire Plume's Heart ★,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl,Mind Control Tech,Phantom Militia ×2,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Tar Creeper ×2,Abomination,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,Baku the Mooneater ★,,,,,,,,,,,,840
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Darius Crowley ★,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Faceless Manipulator,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,840
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze ×2,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Zola the Gorgon ★,Big Game Hunter,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,830
Odd Warrior,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech,Reckless Flurry ×2,Shield Block ×2,Stonehill Defender ×2,Big Game Hunter,Brawl ×2,Darius Crowley ★,Direhorn Hatchling,Dyn-o-matic ×2,Elise the Trailblazer ★,Faceless Manipulator,Giggling Inventor ×2,Supercollider ×2,Zilliax ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,830
Odd Warrior,Eternium Rover ×2,Omega Assembly ×2,Shield Slam ×2,Gluttonous Ooze,Ironbeak Owl ×2,Mind Control Tech ×2,Reckless Flurry ×2,Shield Block,Stonehill Defender ×2,Zola the Gorgon ★,Brawl ×2,Direhorn Hatchling ×2,Dyn-o-matic ×2,Elise the Trailblazer ★,Supercollider ×2,Zilliax ★,Azalina Soulthief ★,"Dr. Boom, Mad Genius ★",Baku the Mooneater ★,,,,,,,,,,,,830
