Deck Name,Card 0,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Games Played
Control Warlock,Sacrificial Pact,Kobold Librarian ×2,Defile ×2,Demonic Project ×2,Gnomeferatu ×2,Prince Taldaram ★,Hellfire ×2,Lesser Amethyst Spellstone ×2,Spellbreaker ×2,Despicable Dreadlord ×2,Rotten Applebaum ×2,Skull of the Man'ari ★,"Rin, the First Disciple ★",Siphon Soul,Skulking Geist,Lord Godfrey ★,Twisting Nether ×2,Voidlord ×2,Bloodreaver Gul'dan ★,,,,,,,,,,,,"2,200"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,The Soularium ★,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker ×2,Saronite Chain Gang ×2,Fungalmancer ×2,Leeroy Jenkins ★,Mossy Horror,,,,,,,,,,,,,,"2,100"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,The Soularium ★,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Blood Knight,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Saronite Chain Gang ×2,Despicable Dreadlord ×2,Doomguard,Fungalmancer ×2,,,,,,,,,,,,,,"2,100"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker ×2,Saronite Chain Gang ×2,Spellbreaker ×2,Despicable Dreadlord ×2,Fungalmancer ×2,Leeroy Jenkins ★,,,,,,,,,,,,,,,"2,100"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker ×2,Saronite Chain Gang ×2,Spellbreaker ×2,Fungalmancer ×2,Leeroy Jenkins ★,,,,,,,,,,,,,,,"2,100"
Control Warlock,Kobold Librarian ×2,Voidwalker,Prince Keleseth ★,Gluttonous Ooze,Mind Control Tech,Stonehill Defender ×2,Tar Creeper,Void Ripper,Hellfire,Hooked Reaver,Lesser Amethyst Spellstone ×2,Saronite Chain Gang,Shadowflame,Shroom Brewer,Spellbreaker,Despicable Dreadlord ×2,Doomguard ×2,Skull of the Man'ari ★,Skulking Geist,Lord Godfrey ★,Bonemare,The Lich King ★,Voidlord ×2,Bloodreaver Gul'dan ★,,,,,,,"2,100"
Even Warlock,Sacrificial Pact,Acidic Swamp Ooze,Defile ×2,Demonic Project ×2,Doomsayer,Sunfury Protector,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shadowflame,Shroom Brewer ×2,Spellbreaker,Twilight Drake ×2,Dread Infernal,Genn Greymane ★,Mossy Horror,Skulking Geist,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,"2,000"
Even Warlock,Acidic Swamp Ooze ×2,Defile ×2,Plated Beetle ×2,Sunfury Protector ×2,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Spellbreaker ×2,Twilight Drake ×2,Dread Infernal ×2,Genn Greymane ★,Skulking Geist,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,,,,"2,000"
Even Warlock,Sacrificial Pact,Acidic Swamp Ooze,Defile ×2,Demonic Project ×2,Doomsayer ×2,Sunfury Protector,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shadowflame,Shroom Brewer,Spellbreaker,Twilight Drake ×2,Genn Greymane ★,Mossy Horror,Siphon Soul,Skulking Geist,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,"2,000"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,The Soularium ★,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Blood Knight,Doubling Imp,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker ×2,Saronite Chain Gang ×2,Doomguard ×2,Fungalmancer ×2,,,,,,,,,,,,,,"2,000"
Mecha'thun Warlock,Acidic Swamp Ooze,Bloodbloom,Bloodmage Thalnos ★,Defile ×2,Doomsayer ×2,Galvanizer ×2,Loot Hoarder ×2,Novice Engineer ×2,Plated Beetle,Vulgar Homunculus ×2,Cataclysm,Hellfire ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Genn Greymane ★,Siphon Soul ×2,Twisting Nether,Mecha'thun ★,Mountain Giant ×2,,,,,,,,,,,,"1,900"
Control Warlock,Kobold Librarian ×2,Mecharoo,Mortal Coil,Acidic Swamp Ooze,Defile ×2,Doomsayer ×2,Plated Beetle ×2,Howlfiend,Stonehill Defender ×2,Treachery ×2,Hellfire,Lesser Amethyst Spellstone ×2,Despicable Dreadlord ×2,Skull of the Man'ari ★,Zilliax ★,"Rin, the First Disciple ★",Siphon Soul,Skulking Geist,Lord Godfrey ★,Twisting Nether,Voidlord,Bloodreaver Gul'dan ★,,,,,,,,,"1,900"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker,Saronite Chain Gang ×2,Spellbreaker,Despicable Dreadlord,Fungalmancer ×2,Leeroy Jenkins ★,Mossy Horror,,,,,,,,,,,,,"1,900"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,The Soularium ★,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker,Saronite Chain Gang ×2,Doomguard ×2,Fungalmancer ×2,Leeroy Jenkins ★,,,,,,,,,,,,,,"1,900"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker ×2,Saronite Chain Gang ×2,Doomguard ×2,Fungalmancer ×2,Giggling Inventor,,,,,,,,,,,,,,,"1,900"
Even Warlock,Acidic Swamp Ooze,Defile ×2,Demonic Project ×2,Doomsayer,Sunfury Protector ×2,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Spellbreaker ×2,Twilight Drake ×2,Dread Infernal,Genn Greymane ★,Mossy Horror,Skulking Geist,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,,"1,900"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,The Soularium ★,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Fungal Enchanter ×2,Happy Ghoul ×2,Void Ripper,Lifedrinker ×2,Saronite Chain Gang ×2,Spellbreaker,Doomguard ×2,Fungalmancer ×2,,,,,,,,,,,,,,"1,900"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,The Soularium ★,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker,Saronite Chain Gang ×2,Despicable Dreadlord ×2,Fungalmancer ×2,Mossy Horror,,,,,,,,,,,,,,"1,800"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,The Soularium ★,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Saronite Chain Gang ×2,Spellbreaker,Despicable Dreadlord ×2,Fungalmancer ×2,Leeroy Jenkins ★,,,,,,,,,,,,,,"1,800"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,The Soularium ★,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Blood Knight,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker ×2,Saronite Chain Gang ×2,Doomguard,Fungalmancer ×2,,,,,,,,,,,,,,"1,800"
Even Warlock,Acidic Swamp Ooze,Defile ×2,Demonic Project,Plated Beetle ×2,Sunfury Protector ×2,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Spellbreaker ×2,Twilight Drake ×2,Dread Infernal,Genn Greymane ★,Mossy Horror,Skulking Geist,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,,"1,700"
Even Warlock,Acidic Swamp Ooze ×2,Defile ×2,Plated Beetle,Sunfury Protector ×2,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Spellbreaker ×2,Twilight Drake ×2,Dread Infernal,Genn Greymane ★,Mossy Horror,Skulking Geist,Bonemare,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,,"1,700"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Fungal Enchanter ×2,Happy Ghoul ×2,Tar Creeper ×2,Hellfire,Lifedrinker ×2,Saronite Chain Gang ×2,Spellbreaker,Despicable Dreadlord ×2,Fungalmancer ×2,Leeroy Jenkins ★,,,,,,,,,,,,,,"1,700"
Zoo Warlock,Flame Imp ×2,Glacial Shard,Kobold Librarian ×2,Lightwarden ×2,Soulfire ×2,The Soularium ★,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Blood Knight,Fungal Enchanter ×2,Happy Ghoul ×2,Hellfire,Lifedrinker ×2,Saronite Chain Gang ×2,Spellbreaker,Doomguard ×2,Fungalmancer ×2,,,,,,,,,,,,,"1,700"
Control Warlock,Kobold Librarian ×2,Defile ×2,Demonic Project,Doomsayer ×2,Plated Beetle ×2,Spirit Bomb,Stonehill Defender ×2,Hellfire ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Despicable Dreadlord ×2,Giggling Inventor ×2,Skull of the Man'ari ★,Siphon Soul,Lord Godfrey ★,Twisting Nether ×2,Voidlord ×2,Bloodreaver Gul'dan ★,,,,,,,,,,,,,"1,700"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,The Soularium ★,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Blood Knight,Doubling Imp,Fungal Enchanter ×2,Happy Ghoul ×2,Saronite Chain Gang ×2,Despicable Dreadlord,Doomguard ×2,Fungalmancer ×2,Mossy Horror,,,,,,,,,,,,,"1,700"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Earthen Ring Farseer,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker ×2,Saronite Chain Gang ×2,Doomguard ×2,Fungalmancer ×2,,,,,,,,,,,,,,,"1,700"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker,Saronite Chain Gang ×2,Spellbreaker,Doomguard ×2,Fungalmancer ×2,Leeroy Jenkins ★,,,,,,,,,,,,,,"1,700"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,The Soularium ★,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker ×2,Saronite Chain Gang ×2,Despicable Dreadlord ×2,Fungalmancer ×2,,,,,,,,,,,,,,,"1,700"
Control Warlock,Sacrificial Pact,Kobold Librarian ×2,Defile ×2,Demonic Project ×2,Doomsayer ×2,Gnomeferatu ×2,Vulgar Homunculus ×2,Ironbeak Owl,Stonehill Defender ×2,Hellfire ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Big Game Hunter,Giggling Inventor ×2,Siphon Soul,Lord Godfrey ★,Twisting Nether,Voidlord,Bloodreaver Gul'dan ★,,,,,,,,,,,,"1,600"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker,Saronite Chain Gang ×2,Spellbreaker,Doomguard ×2,Fungalmancer ×2,Mossy Horror,,,,,,,,,,,,,,"1,600"
Even Warlock,Acidic Swamp Ooze,Defile ×2,Demonic Project,Spirit Bomb ×2,Sunfury Protector ×2,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shadowflame,Shroom Brewer ×2,Spellbreaker ×2,Twilight Drake ×2,Genn Greymane ★,Skulking Geist,The Black Knight ★,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,,"1,600"
Even Warlock,Acidic Swamp Ooze,Defile ×2,Plated Beetle ×2,Sunfury Protector ×2,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Spellbreaker ×2,Twilight Drake ×2,Dread Infernal,Genn Greymane ★,Mossy Horror,Skulking Geist,The Black Knight ★,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,,"1,600"
Even Warlock,Sacrificial Pact,Defile ×2,Demonic Project ×2,Doomsayer,Sunfury Protector,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shadowflame,Shroom Brewer ×2,Spellbreaker,Twilight Drake ×2,Dread Infernal ×2,Genn Greymane ★,Mossy Horror,Skulking Geist,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,"1,600"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker ×2,Saronite Chain Gang ×2,Despicable Dreadlord,Doomguard,Fungalmancer ×2,Leeroy Jenkins ★,,,,,,,,,,,,,,"1,600"
Even Warlock,Acidic Swamp Ooze,Defile ×2,Doomsayer ×2,Plated Beetle ×2,Sunfury Protector ×2,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Spellbreaker ×2,Twilight Drake ×2,Dread Infernal,Genn Greymane ★,Skulking Geist,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,,,"1,600"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker ×2,Saronite Chain Gang ×2,Spellbreaker,Despicable Dreadlord,Doomguard,Fungalmancer ×2,,,,,,,,,,,,,,"1,600"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker,Saronite Chain Gang ×2,Despicable Dreadlord,Doomguard ×2,Fungalmancer ×2,Bloodreaver Gul'dan ★,,,,,,,,,,,,,,"1,600"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,The Soularium ★,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Blood Knight,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Void Ripper,Saronite Chain Gang ×2,Despicable Dreadlord,Doomguard,Fungalmancer ×2,,,,,,,,,,,,,"1,500"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Tar Creeper,Lifedrinker ×2,Saronite Chain Gang ×2,Doomguard ×2,Fungalmancer ×2,,,,,,,,,,,,,,,"1,500"
Even Warlock,Sacrificial Pact,Defile ×2,Demonic Project ×2,Doomsayer ×2,Sunfury Protector,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shadowflame,Shroom Brewer ×2,Spellbreaker,Twilight Drake ×2,Dread Infernal,Genn Greymane ★,Mossy Horror,Skulking Geist,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,"1,500"
Even Warlock,Acidic Swamp Ooze ×2,Defile ×2,Stubborn Gastropod,Sunfury Protector ×2,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Spellbreaker ×2,Twilight Drake ×2,Dread Infernal,Genn Greymane ★,Mossy Horror,Skulking Geist,Bonemare,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,,"1,500"
Even Warlock,Sacrificial Pact,Acidic Swamp Ooze,Defile ×2,Plated Beetle ×2,Sunfury Protector ×2,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Spellbreaker,Twilight Drake ×2,Dread Infernal,Genn Greymane ★,Mossy Horror,Skulking Geist,Bonemare,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,"1,500"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker ×2,Saronite Chain Gang ×2,Shadowflame,Doomguard ×2,Fungalmancer ×2,,,,,,,,,,,,,,,"1,500"
Even Warlock,Acidic Swamp Ooze,Defile ×2,Doomsayer ×2,Plated Beetle ×2,Sunfury Protector ×2,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Spellbreaker,Twilight Drake ×2,Dread Infernal ×2,Genn Greymane ★,Siphon Soul,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,,,"1,500"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker ×2,Saronite Chain Gang ×2,Despicable Dreadlord ×2,Doomguard,Fungalmancer ×2,,,,,,,,,,,,,,,"1,500"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,The Soularium ★,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Blood Knight,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Saronite Chain Gang ×2,Doomguard ×2,Fungalmancer ×2,Mossy Horror,,,,,,,,,,,,,,"1,400"
Control Warlock,Sacrificial Pact,Kobold Librarian ×2,Defile ×2,Demonic Project,Doomsayer ×2,Shadow Bolt,Hellfire ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Spellbreaker,Despicable Dreadlord ×2,Giggling Inventor ×2,Omega Agent ×2,Rotten Applebaum,Skull of the Man'ari ★,"Rin, the First Disciple ★",Lord Godfrey ★,Twisting Nether,Voidlord ×2,Bloodreaver Gul'dan ★,,,,,,,,,,,"1,400"
Even Warlock,Sacrificial Pact,Acidic Swamp Ooze,Defile ×2,Demonic Project,Doomsayer,Sunfury Protector,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shadowflame,Shroom Brewer ×2,Spellbreaker,Twilight Drake ×2,Dread Infernal,Genn Greymane ★,Mossy Horror,Skulking Geist,The Black Knight ★,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,"1,400"
Control Warlock,Sacrificial Pact ×2,Kobold Librarian ×2,Acidic Swamp Ooze,Defile ×2,Demonic Project ×2,Doomsayer,Gnomeferatu ×2,Stonehill Defender ×2,Hellfire ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Giggling Inventor,Skull of the Man'ari ★,"Rin, the First Disciple ★",Siphon Soul,Skulking Geist,Lord Godfrey ★,Twisting Nether,Voidlord ×2,Bloodreaver Gul'dan ★,,,,,,,,,,,"1,400"
Control Warlock,Kobold Librarian ×2,Mortal Coil,Bloodbloom,Bloodmage Thalnos ★,Defile ×2,Doomsayer ×2,Galvanizer ×2,Plated Beetle ×2,Gluttonous Ooze,Cataclysm,Hellfire ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Skull of the Man'ari ★,Siphon Soul,Lord Godfrey ★,Twisting Nether ×2,Voidlord ×2,Bloodreaver Gul'dan ★,Mecha'thun ★,,,,,,,,,,,"1,400"
Control Warlock,Sacrificial Pact,Kobold Librarian ×2,Acidic Swamp Ooze,Defile ×2,Demonic Project ×2,Gnomeferatu ×2,Plated Beetle ×2,Ironbeak Owl,Stonehill Defender ×2,Voodoo Doll,Zola the Gorgon ★,Hellfire ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer,Skull of the Man'ari ★,Siphon Soul,Skulking Geist,Lord Godfrey ★,Twisting Nether,Voidlord ×2,Bloodreaver Gul'dan ★,,,,,,,,,,"1,400"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker ×2,Saronite Chain Gang ×2,Spellbreaker,Despicable Dreadlord ×2,Fungalmancer ×2,,,,,,,,,,,,,,,"1,400"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Saronite Chain Gang ×2,Despicable Dreadlord ×2,Doomguard ×2,Fungalmancer ×2,Bloodreaver Gul'dan ★,,,,,,,,,,,,,,,"1,400"
Zoo Warlock,Acherus Veteran ×2,Fire Fly ×2,Flame Imp ×2,Kobold Librarian ×2,Mortal Coil ×2,Soulfire ×2,Voidwalker ×2,Prince Keleseth ★,Duskbat ×2,Tar Creeper ×2,Hooked Reaver ×2,Saronite Chain Gang ×2,Despicable Dreadlord ×2,Doomguard ×2,Bloodreaver Gul'dan ★,Sea Giant ×2,,,,,,,,,,,,,,,"1,400"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,The Soularium ★,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Saronite Chain Gang ×2,Spellbreaker,Despicable Dreadlord,Doomguard ×2,Fungalmancer ×2,,,,,,,,,,,,,,"1,400"
Even Warlock,Acidic Swamp Ooze,Defile ×2,Doomsayer,Plated Beetle ×2,Sunfury Protector ×2,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Spellbreaker ×2,Twilight Drake ×2,Dread Infernal ×2,Genn Greymane ★,The Black Knight ★,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,,,"1,400"
Even Warlock,Sacrificial Pact,Acidic Swamp Ooze,Defile ×2,Demonic Project,Doomsayer,Sunfury Protector,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Spellbreaker ×2,Twilight Drake ×2,Dread Infernal,Genn Greymane ★,Mossy Horror,Skulking Geist,The Black Knight ★,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,"1,400"
Even Warlock,Acidic Swamp Ooze,Defile ×2,Doomsayer,Plated Beetle ×2,Spirit Bomb,Sunfury Protector,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shadowflame,Shroom Brewer ×2,Spellbreaker,Twilight Drake ×2,Dread Infernal,Genn Greymane ★,Mossy Horror,Skulking Geist,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,"1,300"
Cube Warlock,Dark Pact ×2,Kobold Librarian ×2,Bloodmage Thalnos ★,Defile ×2,Doomsayer ×2,Gluttonous Ooze,Hellfire ×2,Lesser Amethyst Spellstone ×2,Spiritsinger Umbra ★,Carnivorous Cube ×2,Doomguard ×2,Faceless Manipulator,Giggling Inventor,Skull of the Man'ari ★,Possessed Lackey ×2,Lord Godfrey ★,Voidlord ×2,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,,"1,300"
Zoo Warlock,Flame Imp ×2,Kobold Librarian ×2,Lightwarden ×2,Soul Infusion ×2,Soulfire ×2,Voidwalker ×2,Voodoo Doctor ×2,Prince Keleseth ★,Blood Knight,Doubling Imp ×2,Fungal Enchanter ×2,Happy Ghoul ×2,Lifedrinker,Saronite Chain Gang ×2,Spellbreaker,Doomguard ×2,Fungalmancer ×2,,,,,,,,,,,,,,"1,300"
Even Warlock,Acidic Swamp Ooze ×2,Defile ×2,Doomsayer ×2,Sunfury Protector ×2,Vulgar Homunculus ×2,Hellfire ×2,Hooked Reaver ×2,Lesser Amethyst Spellstone ×2,Shroom Brewer ×2,Spellbreaker ×2,Twilight Drake ×2,Dread Infernal,Genn Greymane ★,Mossy Horror,Skulking Geist,The Lich King ★,Bloodreaver Gul'dan ★,Mountain Giant ×2,,,,,,,,,,,,,"1,300"
