Deck Name,Card 0,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Games Played
Turvy OTK Priest,Topsy Turvy ×2,Power Word: Shield ×2,Stonetusk Boar,Test Subject,Bloodmage Thalnos ★,Dead Ringer,Divine Spirit ×2,Doomsayer ×2,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Twilight's Call ×2,Vivid Nightmare ×2,Mass Dispel,Sandbinder,Witchwood Piper ×2,Psychic Scream ×2,,,,,,,,,,,,,"1,900"
Turvy OTK Priest,Topsy Turvy ×2,Power Word: Shield ×2,Stonetusk Boar,Test Subject,Bloodmage Thalnos ★,Dead Ringer,Divine Spirit ×2,Doomsayer ×2,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Twilight's Call ×2,Vivid Nightmare ×2,Sandbinder,Witchwood Piper ×2,Giggling Inventor,Psychic Scream ×2,,,,,,,,,,,,,"1,800"
Resurrect Priest,Holy Smite,Power Word: Shield,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,"1,800"
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain,Gluttonous Ooze,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Cabal Shadow Priest,Holy Fire,Skulking Geist,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,"1,700"
Mecha'thun Quest Priest,Awaken the Makers ★,Power Word: Shield ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Loot Hoarder ×2,Plated Beetle ×2,Shadow Visions ×2,Spirit Lash ×2,Wild Pyromancer,Kaboom Bot ×2,Mirage Caller ×2,Twilight's Call ×2,Zola the Gorgon ★,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,"1,600"
Resurrect Priest,Power Word: Shield ×2,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,,"1,500"
Control Priest,Inner Fire ×2,Northshire Cleric ×2,Power Word: Shield ×2,Divine Spirit ×2,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Acolyte of Pain ×2,Twilight Acolyte ×2,Unidentified Elixir ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Bone Drake,Cabal Shadow Priest ×2,Primordial Drake ×2,,,,,,,,,,,,,,,"1,500"
Control Priest,Awaken the Makers ★,Dead Ringer ×2,Loot Hoarder ×2,Mind Blast ×2,Shadow Visions ×2,Devilsaur Egg ×2,Twilight's Call ×2,Voodoo Doll ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Carnivorous Cube ×2,Reckless Experimenter ×2,Cairne Bloodhoof ★,Psychic Scream ×2,Primordial Drake,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,"1,400"
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Shadow Visions ×2,Wild Pyromancer ×2,Gluttonous Ooze,Omega Medic,Shadow Word: Death,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Elise the Trailblazer ★,Cabal Shadow Priest,Skulking Geist,Archbishop Benedictus ★,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Ysera ★,,,,,,,,,,,"1,400"
Turvy OTK Priest,Topsy Turvy,Binding Heal,Power Word: Shield ×2,Stonetusk Boar,Test Subject ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Divine Spirit,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Twilight's Call ×2,Vivid Nightmare ×2,Sandbinder,Shadow Madness,Witchwood Piper,Giggling Inventor ×2,Psychic Scream ×2,,,,,,,,,,,,"1,400"
Resurrect Priest,Holy Smite ×2,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain ×2,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,,,"1,400"
Resurrect Priest,Holy Smite ×2,Power Word: Shield ×2,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Gilded Gargoyle ×2,Vivid Nightmare,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,,"1,300"
Quest Priest,Awaken the Makers ★,Power Word: Shield ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Loot Hoarder ×2,Plated Beetle ×2,Shadow Visions ×2,Spirit Lash ×2,Gluttonous Ooze,Shadow Word: Death,Twilight's Call,Zola the Gorgon ★,Duskbreaker ×2,Rotten Applebaum,Bone Drake,Skulking Geist,Archbishop Benedictus ★,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,"1,300"
Mecha'thun Priest,Circle of Healing ×2,Silence ×2,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,,,"1,300"
Control Priest,Topsy Turvy ×2,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn,Divine Spirit ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Shadow Madness,Twilight Drake ×2,Giggling Inventor ×2,Cabal Shadow Priest ×2,Psychic Scream,Primordial Drake ×2,,,,,,,,,,,,,,"1,200"
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Omega Medic ×2,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Giggling Inventor ×2,Cabal Shadow Priest,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,,"1,200"
Resurrect Priest,Holy Smite ×2,Power Word: Shield ×2,Mind Blast,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain ×2,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Zerek's Cloning Gallery ★,,,,,,,,,,,,"1,200"
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Giggling Inventor,Cabal Shadow Priest,Holy Fire,Archbishop Benedictus ★,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,"1,200"
Control Priest,Topsy Turvy,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Divine Spirit ×2,Shadow Visions ×2,Wild Pyromancer ×2,Stonehill Defender ×2,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel ×2,Twilight Drake ×2,Cabal Shadow Priest,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,,"1,100"
Turvy OTK Priest,Topsy Turvy ×2,Power Word: Shield ×2,Stonetusk Boar,Test Subject,Bloodmage Thalnos ★,Dead Ringer ×2,Divine Spirit,Doomsayer ×2,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Twilight's Call ×2,Vivid Nightmare ×2,Witchwood Piper ×2,Giggling Inventor ×2,Psychic Scream ×2,,,,,,,,,,,,,,"1,100"
Resurrect Priest,Holy Smite ×2,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Vivid Nightmare,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,,"1,100"
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Acidic Swamp Ooze,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Cabal Shadow Priest,Holy Fire,Skulking Geist,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,"1,100"
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Acidic Swamp Ooze,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Giggling Inventor,Cabal Shadow Priest,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,"1,100"
Resurrect Priest,Holy Smite,Power Word: Shield ×2,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,,"1,100"
Control Priest,Circle of Healing,Silence,Inner Fire ×2,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn,Divine Spirit ×2,Loot Hoarder ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Giggling Inventor,Cabal Shadow Priest,Primordial Drake ×2,,,,,,,,,,,,,"1,100"
Quest Priest,Awaken the Makers ★,Crystalline Oracle ×2,Mecharoo ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Loot Hoarder ×2,Shadow Visions ×2,Spirit Lash,Gluttonous Ooze,Kaboom Bot ×2,Shadow Word: Death,Twilight's Call ×2,Zola the Gorgon ★,Duskbreaker ×2,Bone Drake ×2,Archbishop Benedictus ★,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,,,,,,,,,,,,"1,000"
Resurrect Priest,Holy Smite,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain ×2,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,,"1,000"
Control Priest,Topsy Turvy,Inner Fire ×2,Northshire Cleric ×2,Power Word: Shield ×2,Divine Spirit ×2,Radiant Elemental ×2,Shadow Visions ×2,Acolyte of Pain ×2,Twilight Acolyte ×2,Unidentified Elixir ×2,Duskbreaker ×2,Mass Dispel,Shadow Madness,Twilight Drake ×2,Cabal Shadow Priest,Mossy Horror,Nightscale Matriarch,Primordial Drake ×2,,,,,,,,,,,,,"1,000"
Resurrect Priest,Holy Smite ×2,Power Word: Shield,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,,"1,000"
Control Priest,Silence,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Omega Medic,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Archbishop Benedictus ★,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,970
Turvy OTK Priest,Topsy Turvy ×2,Binding Heal ×2,Power Word: Shield ×2,Stonetusk Boar,Test Subject ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Divine Spirit,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Wild Pyromancer ×2,Twilight's Call ×2,Vivid Nightmare ×2,Witchwood Piper,Psychic Scream ×2,,,,,,,,,,,,,,930
Mecha'thun Priest,Circle of Healing ×2,Silence,Northshire Cleric ×2,Power Word: Shield ×2,Dead Ringer,Divine Hymn ×2,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,,910
Combo Priest,Circle of Healing ×2,Abusive Sergeant ×2,Argent Squire ×2,Lightwarden ×2,Northshire Cleric ×2,Power Word: Shield ×2,Radiant Elemental ×2,Shadow Ascendant ×2,Blood Knight ×2,Extra Arms ×2,Fungal Enchanter ×2,Tar Creeper ×2,Unidentified Elixir ×2,Fungalmancer ×2,Holy Nova ×2,,,,,,,,,,,,,,,,900
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Giggling Inventor,Cabal Shadow Priest ×2,Skulking Geist,Archbishop Benedictus ★,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,890
Control Priest,Bloodmage Thalnos ★,Dead Ringer ×2,Loot Hoarder,Mind Blast ×2,Shadow Visions ×2,Spirit Lash,Devilsaur Egg ×2,Mirage Caller ×2,Voodoo Doll ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Carnivorous Cube ×2,Reckless Experimenter ×2,Cairne Bloodhoof ★,Psychic Scream ×2,Primordial Drake,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,850
Mecha'thun Priest,Circle of Healing,Silence ×2,Northshire Cleric ×2,Power Word: Shield ×2,Bloodmage Thalnos ★,Divine Hymn ×2,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,,850
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Shadow Visions ×2,Wild Pyromancer ×2,Gluttonous Ooze,Omega Medic,Shadow Word: Death,Twilight Acolyte ×2,Duskbreaker ×2,Twilight Drake ×2,Elise the Trailblazer ★,Cabal Shadow Priest ×2,Skulking Geist,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Ysera ★,Mind Control,,,,,,,,,,,,850
Spiteful Priest,Northshire Cleric ×2,Faerie Dragon ×2,Shadow Ascendant ×2,Curious Glimmerroot ×2,Tar Creeper ×2,Twilight Acolyte ×2,Duskbreaker ×2,Scaleworm ×2,Spellbreaker,Twilight Drake ×2,Cobalt Scalebane ×2,Cabal Shadow Priest ×2,Spiteful Summoner ×2,Free From Amber ×2,Grand Archivist,Mind Control ×2,,,,,,,,,,,,,,,840
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Scaleworm ×2,Twilight Drake ×2,Giggling Inventor ×2,Archbishop Benedictus ★,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,,840
Resurrect Priest,Holy Smite ×2,Power Word: Shield ×2,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain ×2,Spirit Lash ×2,Shadow Word: Death ×2,Eternal Servitude ×2,Holy Nova,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,Shadowreaper Anduin ★,Malygos ★,Zerek's Cloning Gallery ★,,,,,,,,,,,,,820
Resurrect Priest,Holy Smite ×2,Power Word: Shield ×2,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Zerek's Cloning Gallery ★,,,,,,,,,,,,810
Resurrect Priest,Holy Smite ×2,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Tainted Zealot,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,,790
Resurrect Priest,Holy Smite,Power Word: Shield ×2,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain ×2,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Zerek's Cloning Gallery ★,,,,,,,,,,,,790
Combo Priest,Circle of Healing ×2,Inner Fire ×2,Northshire Cleric ×2,Power Word: Shield ×2,Divine Spirit ×2,Radiant Elemental ×2,Shadow Visions ×2,Wild Pyromancer ×2,Extra Arms ×2,Injured Blademaster ×2,Tar Creeper ×2,Auchenai Soulpriest ×2,Eternal Servitude ×2,Mass Dispel,Lyra the Sunshard ★,Witchwood Grizzly ×2,,,,,,,,,,,,,,,790
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain,Omega Medic,Tar Creeper,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Cabal Shadow Priest,Archbishop Benedictus ★,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,770
Control Priest,Circle of Healing ×2,Silence,Topsy Turvy,Inner Fire,Northshire Cleric ×2,Power Word: Shield ×2,Divine Spirit ×2,Radiant Elemental ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Unidentified Elixir ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Lyra the Sunshard ★,Primordial Drake ×2,Shadowreaper Anduin ★,,,,,,,,,,,,,760
Resurrect Priest,Holy Smite ×2,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,Shadowreaper Anduin ★,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,,750
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain,Gluttonous Ooze,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Cabal Shadow Priest ×2,Skulking Geist,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,740
Turvy OTK Priest,Topsy Turvy ×2,Binding Heal ×2,Power Word: Shield ×2,Stonetusk Boar,Test Subject ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Divine Spirit,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Twilight's Call ×2,Vivid Nightmare ×2,Witchwood Piper,Giggling Inventor,Psychic Scream ×2,Shadowreaper Anduin ★,,,,,,,,,,,,,740
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Gluttonous Ooze,Twilight Acolyte ×2,Duskbreaker ×2,Twilight Drake ×2,Elise the Trailblazer ★,Giggling Inventor ×2,Cabal Shadow Priest ×2,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,,720
Resurrect Priest,Holy Smite ×2,Power Word: Shield,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,,720
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain,Gluttonous Ooze,Omega Medic,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Cabal Shadow Priest,Archbishop Benedictus ★,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,720
Mecha'thun Priest,Circle of Healing,Northshire Cleric ×2,Power Word: Shield ×2,Bloodmage Thalnos ★,Dead Ringer ×2,Divine Hymn ×2,Loot Hoarder ×2,Radiant Elemental ×2,Shadow Visions ×2,Spirit Lash ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Ticking Abomination ×2,Reckless Experimenter,Coffin Crasher,"Hemet, Jungle Hunter ★",Psychic Scream ×2,Mecha'thun ★,,,,,,,,,,,,,720
Combo Priest,Circle of Healing ×2,Topsy Turvy,Inner Fire,Northshire Cleric ×2,Power Word: Shield ×2,Divine Spirit ×2,Radiant Elemental ×2,Shadow Visions ×2,Upgradeable Framebot ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Twilight Acolyte,Unidentified Elixir ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Primordial Drake ×2,,,,,,,,,,,,,,700
Resurrect Priest,Holy Smite ×2,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue ×2,Zerek's Cloning Gallery ★,,,,,,,,,,,,690
Control Priest,Topsy Turvy,Northshire Cleric ×2,Power Word: Shield ×2,Divine Hymn ×2,Divine Spirit ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Shadow Madness,Twilight Drake ×2,Giggling Inventor ×2,Cabal Shadow Priest ×2,Psychic Scream ×2,Primordial Drake ×2,,,,,,,,,,,,,,690
Resurrect Priest,Binding Heal,Holy Smite ×2,Power Word: Shield ×2,Mind Blast ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Shadow Word: Death,Vivid Nightmare,Eternal Servitude ×2,Mass Dispel,Holy Nova,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,Malygos ★,,,,,,,,,,,,670
Resurrect Priest,Holy Smite ×2,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Lyra the Sunshard ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue ×2,Zerek's Cloning Gallery ★,,,,,,,,,,,,660
Resurrect Priest,Holy Smite ×2,Bloodmage Thalnos ★,Mind Blast ×2,Radiant Elemental ×2,Shadow Visions ×2,Shadow Word: Pain,Spirit Lash ×2,Gilded Gargoyle ×2,Shadow Word: Death,Eternal Servitude ×2,Holy Nova,Zilliax ★,Shadow Essence ×2,Lesser Diamond Spellstone ×2,Prophet Velen ★,Psychic Scream ×2,The Lich King ★,Malygos ★,Obsidian Statue,Zerek's Cloning Gallery ★,,,,,,,,,,,660
Control Priest,Northshire Cleric ×2,Power Word: Shield ×2,Acidic Swamp Ooze,Divine Hymn ×2,Mind Blast ×2,Shadow Visions ×2,Wild Pyromancer ×2,Acolyte of Pain ×2,Twilight Acolyte ×2,Duskbreaker ×2,Mass Dispel,Twilight Drake ×2,Cabal Shadow Priest,Holy Fire,Psychic Scream ×2,Primordial Drake ×2,Shadowreaper Anduin ★,Alexstrasza ★,,,,,,,,,,,,,650
